URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.fr/fhir/fr/preadmission/ValueSet/consent-category-value-set,0.1.0,draft,,PreadmissionConsentCategoryValueSet,ValueSet pour la catégorie de consentement,"Valeurs autorisées pour la catégorie de consentement","StructureDefinition/preadmission-consent-fr","Internal"
http://hl7.fr/fhir/fr/preadmission/ValueSet/consent-information-status,0.1.0,draft,,ConsentInformationStatusVS,Statut d'information et de consentement,"Statut du patient concernant l'information et le consentement, incluant les cas d'opposition ou d'absence de recueil.",,"Internal"
http://hl7.fr/fhir/fr/preadmission/ValueSet/preadmission-consent-value-set,0.1.0,draft,,PreadmissionConsentValueSet,ValueSet des consentements du patient,"Consentements exprimés par le patient dans le cadre de la préadmission.","StructureDefinition/preadmission-consent-fr","Internal"
http://hl7.fr/fhir/fr/preadmission/ValueSet/preadmission-document-type-valueset,0.1.0,draft,,PreadmissionDocumentTypeFrValueSet,Types de documents - ValueSet,"Liste des types de documents autorisés pour la préadmission",,"hl7.fhir.fr.core,Internal"
http://hl7.fr/fhir/fr/preadmission/ValueSet/preadmission-status-value-set,0.1.0,draft,,PreAdmissionStatusValueSet,ValueSet des statuts de préadmission,"Statuts valides qu'une préadmission peut prendre.",,"Internal"
http://hl7.fr/fhir/fr/preadmission/ValueSet/type-couverture-sociale-vs,0.1.0,draft,,TypeCouvertureSocialeValueSet,ValueSet des types de couverture pour la préadmission,"Restreint les types de couverture à PUBLICPOL (AMO) et EHCPOL (AMC)","StructureDefinition/preadmission-coverage-fr","THO (V3)"
http://hl7.fr/fhir/fr/preadmission/ValueSet/type-venue-encounter,0.1.0,draft,,TypeVenueEncounterValueSet,Type de venue Encounter,"Les différents types d'admission (hospitalisation, consultation, etc.)","StructureDefinition/preadmission-encounter-fr","THO"
http://hl7.org/fhir/ValueSet/appointment-cancellation-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1381",AppointmentCancellationReason,Appointment cancellation reason,"This example value set defines a set of reasons for the cancellation of an appointment.","StructureDefinition/preadmission-appointment-fr","THO"
http://hl7.org/fhir/ValueSet/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.484",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","StructureDefinition/preadmission-appointment-fr","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-doc-typecodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.47",DocumentTypeValueSet,Document Type Value Set,"This is the code specifying the precise type of document (e.g. Pulmonary History and  Physical, Discharge Summary, Ultrasound Report, etc.). The Document Type value set includes all LOINC  values listed in HITSP C80 Table 2-144 Document Class Value Set Definition above used for Document Class,  and all LOINC values whose SCALE is DOC in the LOINC database.","StructureDefinition/preadmission-documentreference-fr","LOINC"
